city_iata,city_name,country_name
SMV,St Moritz,Switzerland
SMW,Smara,Morocco
SMX,Santa Maria,United States Of America
SMY,Simenti,Senegal
SMZ,Stoelmanseiland,Suriname
SNA,Santa Ana,United States Of America
SNB,Milikapiti,Australia
SNC,Salinas,Ecuador
SND,Seno,Lao People's Democratic Republic
SNE,Sao Nicolau Island,Cape Verde
SNF,San Felipe,Venezuela
SNG,San Ignacio De Velasco,Bolivia
SNH,Stanthorpe,Australia
SNI,Greenville,Liberia
SNJ,San Julian,Cuba
SNK,Snyder,United States Of America
SNL,Shawnee,United States Of America
SNM,San Ignacio De Moxos,Bolivia
SNN,Shannon,Ireland Republic Of
SNO,Sakon Nakhon,Thailand
SNP,St Paul Island,United States Of America
SNQ,San Quintin,Mexico
SNR,St-Nazaire,France
SNS,Salinas,United States Of America
SNT,Sabana De Torres,Colombia
SNU,Santa Clara,Cuba
SNV,Santa Elena De Uairen,Venezuela
SNW,Thandwe,Myanmar
SNX,Semnan,Iran Islamic Republic Of
SNY,Sidney,United States Of America
SOA,Soc Trang,Viet Nam
SOB,Balaton,Hungary
SOC,Surakarta (Solo),Indonesia
SOD,Sorocaba,Brazil
SOE,Souanke,Congo
SOF,Sofia,Bulgaria
SOG,Sogndal,Norway
SOH,Solita,Colombia
SOI,South Molle Island,Australia
SOJ,Sorkjosen,Norway
SOK,Semongkong,Lesotho
SOL,Solomon,United States Of America
SOM,San Tome,Venezuela
SON,Espiritu Santo,Vanuatu
SOO,Soderhamn,Sweden
SOP,Pine Hurst/Southern Pines,United States Of America
SOQ,Sorong,Indonesia
SOR,Al Thaurah,Syrian Arab Republic
SOT,Sodankyla,Finland
SOU,Southampton,United Kingdom
SOV,Seldovia,United States Of America
SOW,Show Low,United States Of America
SOX,Sogamoso,Colombia
SOY,Stronsay,United Kingdom
SOZ,Solenzara,France
SPA,Spartanburg,United States Of America
SPC,Santa Cruz De La Palma,Spain
SPD,Saidpur,Bangladesh
SPE,Sepulot,Malaysia
SPF,Spearfish,United States Of America
SPG,St Petersburg,United States Of America
SPH,Sopu,Papua New Guinea
SPI,Springfield,United States Of America
SPJ,Sparta,Greece
SPK,Sapporo,Japan
SPM,Spangdahlem,Germany
SPN,Saipan,Northern Mariana Islands
SPO,San Pablo,Spain
SPP,Menongue,Angola
SPQ,San Pedro,United States Of America
SPR,San Pedro,Belize
SPS,Wichita Falls,United States Of America
SPT,Sipitang,Malaysia
SPU,Split,Croatia
SPV,Sepik Plains,Papua New Guinea
SPW,Spencer,United States Of America
SPX,Giza,Egypt
SPY,San Pedro,Cote D'ivoire
SPZ,Springdale,United States Of America
SQA,Santa Ynez,United States Of America
SQB,Piedras,Colombia
SQC,Southern Cross,Australia
SQD,Shangrao,China
SQE,San Luis De Palenque,Colombia
SQF,Solano,Colombia
SQG,Sintang,Indonesia
SQH,Son-La,Viet Nam
SQI,Sterling/Rock Falls,United States Of America
SQJ,Sanming,China
SQK,Sidi Barrani,Egypt
SQL,San Carlos,United States Of America
SQM,Sao Miguel Do Araguaia,Brazil
SQN,Sanana,Indonesia
SQO,Storuman,Sweden
SQP,Starcke,Australia
SQQ,Siauliai,Lithuania
SQR,Soroako,Indonesia
SQS,San Ignacio,Belize
SQT,Samarai Island,Papua New Guinea
SQU,Saposoa,Peru
SQV,Sequim,United States Of America
SQW,Skive,Denmark
SQX,Sao Miguel Do Oeste,Brazil
SQY,Sao Lourenco Do Sul,Brazil
SQZ,Scampton,United Kingdom
SRA,Santa Rosa,Brazil
SRB,Santa Rosa,Bolivia
SRC,Searcy,United States Of America
SRD,San Ramon,Bolivia
SRE,Sucre,Bolivia
SRF,San Rafael,United States Of America
SRG,Semarang,Indonesia
SRH,Sarh,Chad
SRI,Samarinda,Indonesia
SRJ,San Borja,Bolivia
SRK,Siorapaluk,Greenland
SRL,Santa Rosalia,Mexico
SRM,Sandringham Station,Australia
SRN,Strahan,Australia
SRO,Santana Ramos,Colombia
SRP,Stord,Norway
SRQ,Sarasota/Bradenton,United States Of America
SRR,Stradbroke Island,Australia
SRS,San Marcos,Colombia
SRT,Soroti,Uganda
SRU,Santa Cruz,United States Of America
SRV,Stony River,United States Of America
SRW,Salisbury,United States Of America
SRX,Sirte,Libya
SRY,Sari,Iran Islamic Republic Of
SRZ,Santa Cruz,Bolivia
SSA,Salvador,Brazil
SSC,Sumter,United States Of America
SSD,San Felipe,Colombia
SSE,Solapur,India
SSG,Malabo,Equatorial Guinea
SSH,Sharm El-Sheikh,Egypt
SSI,Brunswick,United States Of America
SSJ,Sandnessjoen,Norway
SSK,Sturt Creek,Australia
SSL,Santa Rosalia,Colombia
SSM,Sault Ste Marie,United States Of America
SSO,Sao Lourenco,Brazil
SSP,Silver Plains,Australia
SSQ,La Sarre,Canada
SSR,Sara,Vanuatu
SSS,Siassi,Papua New Guinea
SST,Santa Teresita,Argentina
SSU,White Sulphur Springs,United States Of America
SSV,Siasi,Philippines
SSW,Stuart Island,United States Of America
SSX,Singita Safari Lodge,South Africa
SSY,M'banza Congo,Angola
SSZ,Santos,Brazil
STA,Stauning,Denmark
STB,Santa Barbara Zulia,Venezuela
STC,St Cloud,United States Of America
STD,Santo Domingo,Venezuela
STE,Stevens Point,United States Of America
STF,Stephens Island,Australia
STG,St George Island,United States Of America
STH,Strathmore,Australia
STI,Santiago,Dominican Republic
STJ,St Joseph,United States Of America
STK,Sterling,United States Of America
STL,St Louis,United States Of America
STM,Santarem,Brazil
STO,Stockholm,Sweden
STQ,St Marys,United States Of America
STR,Stuttgart,Germany
STS,Santa Rosa,United States Of America
STT,St Thomas Island,"Virgin Islands, Us"
STU,Satu Mare,Romania
STV,Surat,India
STW,Stavropol,Russian Federation
STX,St Croix Island,"Virgin Islands, Us"
STY,Salto,Uruguay
STZ,Santa Terezinha,Brazil
SUA,Stuart,United States Of America
SUB,Surabaya,Indonesia
SUC,Sundance,United States Of America
SUD,Stroud,United States Of America
SUE,Sturgeon Bay,United States Of America
SUF,Lamezia Terme,Italy
SUG,Surigao,Philippines
SUH,Sur,Oman
SUI,Sokhumi,Georgia
SUJ,Satu Mare,Romania
SUK,Sakkyryr,Russian Federation
SUL,Sui,Pakistan
SUN,Hailey/Sun Valley,United States Of America
SUO,Sunriver,United States Of America
SUP,Sumenep,Indonesia
SUQ,Sucua,Ecuador
SUR,Summer Beaver,Canada
SUT,Sumbawanga,Tanzania United Republic Of
SUU,Fairfield,United States Of America
SUV,Suva,Fiji
SUW,Superior,United States Of America
SUX,Sioux City,United States Of America
SUY,Suntar,Russian Federation
SUZ,Suria,Papua New Guinea
SVA,Savoonga,United States Of America
SVB,Sambava,Madagascar
SVC,Silver City,United States Of America
SVD,St Vincent,St Vincent And The Grenadines
SVE,Susanville,United States Of America
SVF,Save,Benin
SVG,Stavanger,Norway
SVH,Statesville,United States Of America
SVI,San Vicente Del Caguan,Colombia
SVJ,Svolvaer,Norway
SVK,Silver Creek,Belize
SVL,Savonlinna,Finland
SVM,St Pauls,Australia
SVP,Kuito,Angola
SVQ,Sevilla,Spain
SVR,Savissivik,Greenland
SVS,Stevens Village,United States Of America
SVT,Savuti,Botswana
SVU,Savusavu,Fiji
SVV,San Salvador De Paul,Venezuela
SVW,Sparrevohn,United States Of America
SVX,Yekaterinburg,Russian Federation
SVY,Savo Island,Solomon Islands
SVZ,San Antonio Tachira,Venezuela
SWA,Shantou,China
SWB,Shaw River,Australia
SWC,Stawell,Australia
SWD,Seward,United States Of America
SWE,Siwea,Papua New Guinea
SWF,Newburgh,United States Of America
SWG,Satwag,Papua New Guinea
SWH,Swan Hill,Australia
SWI,Swindon,United Kingdom
SWJ,South West Bay,Vanuatu
SWK,Segrate,Italy
SWL,San Vicente,Philippines
SWM,Alto Boa Vista,Brazil
SWN,Sahiwal,Pakistan
SWO,Stillwater,United States Of America
SWP,Swakopmund,
SWQ,Sumbawa,Indonesia
SWR,Silur,Papua New Guinea
SWS,Swansea,United Kingdom
SWT,Strzhewoi,Russian Federation
SWU,Suwon,Korea Republic Of
SWV,Evensk,Russian Federation
SWW,Sweetwater,United States Of America
SWX,Shakawe,Botswana
SWY,Sitiawan,Malaysia
SXA,Sialum,Papua New Guinea
SXB,Strasbourg,France
SXC,St-Chamond,France
SXD,Sophia Antipolis,France
SXE,Sale,Australia
SXG,Senanga,Zambia
SXH,Sehulea,Papua New Guinea
SXI,Sirri Island,Iran Islamic Republic Of
SXJ,Shanshan,China
SXK,Saumlaki,Indonesia
SXL,Sligo,Ireland Republic Of
SXM,St Maarten,St Maarten (Dutch Part)
SXN,Sua Pan,Botswana
SXO,Sao Felix Do Araguaia,Brazil
SXP,Nunam Iqua,United States Of America
SXQ,Soldotna,United States Of America
SXR,Srinagar,India
SXS,Sahabat,Malaysia
SXT,Taman Negara,Malaysia
SXU,Sodo,Ethiopia
SXV,Salem,India
SXW,Sauren,Papua New Guinea
SXX,Sao Felix Do Xingu,Brazil
SXY,Sidney,United States Of America
SXZ,Siirt,Turkey
SYA,Shemya,United States Of America
SYB,Seal Bay,United States Of America
SYC,Shiringayoc,Peru
SYD,Sydney,Australia
SYE,Sa Dah,Yemen
SYF,Silva Bay,Canada
SYG,Shaoyang,China
SYH,Syangboche,Nepal
SYI,Shelbyville,United States Of America
SYJ,Sirjan,Iran Islamic Republic Of
SYK,Stykkisholmur,Iceland
SYL,San Miguel,United States Of America
SYM,Simao,China
SYN,Stanton,United States Of America
SYO,Shonai,Japan
SYP,Santiago,Panama
SYR,Syracuse,United States Of America
SYS,Sashylakh,Russian Federation
SYT,St-Yan,France
SYU,Warraber Island,Australia
SYV,Sylvester,United States Of America
SYW,Sehwen Sharif,Pakistan
SYX,Sanya,China
SYY,Stornoway,United Kingdom
SYZ,Shiraz,Iran Islamic Republic Of
SZA,Soyo,Angola
SZC,Santa Cruz,Costa Rica
SZD,Sheffield,United Kingdom
SZE,Semera,Ethiopia
SZF,Samsun,Turkey
SZG,Salzburg,Austria
SZH,Senipah,Indonesia
SZI,Zaysan,Kazakhstan
SZJ,Siguanea,Cuba
SZK,Skukuza,South Africa
SZL,Knob Noster,United States Of America
SZM,Sesriem,
SZO,Shanzhou,China
SZP,Santa Paula,United States Of America
SZQ,Saenz Pena,Argentina
SZR,Stara Zagora,Bulgaria
SZS,Stewart Island,New Zealand
SZT,San Cristobal De Las Casas,Mexico
SZU,Segou,Mali
SZV,Suzhou,China
SZW,Schwerin,Germany
SZX,Shenzhen,China
SZY,Szczytno,Poland
SZZ,Szczecin,Poland
TAA,Tarapaina,Solomon Islands
TAB,Tobago,Trinidad And Tobago
TAC,Tacloban,Philippines
TAD,Trinidad,United States Of America
TAE,Daegu,Korea Republic Of
TAG,Panglao,Philippines
TAH,Tanna,Vanuatu
TAI,Taizz,Yemen
TAJ,Tadji,Papua New Guinea
TAK,Takamatsu,Japan
TAL,Tanana,United States Of America
TAM,Tampico,Mexico
TAN,Tangalooma,Australia
TAO,Qingdao,China
TAP,Tapachula,Mexico
TAQ,Tarcoola,Australia
TAR,Taranto,Italy
TAS,Tashkent,Uzbekistan
TAT,Poprad,Slovakia
TAU,Tauramena,Colombia
TAV,Tau,American Samoa
TAW,Tacuarembo,Uruguay
TAX,Taliabu,Indonesia
TAY,Tartu,Estonia
TAZ,Dashoguz,Turkmenistan
TBA,Tabibuga,Papua New Guinea
TBB,Tuyhoa,Viet Nam
TBC,Tuba City,United States Of America
TBD,Timbiqui,Colombia
TBE,Timbunke,Papua New Guinea
TBF,Tabiteuea North,Kiribati
TBG,Tabubil,Papua New Guinea
TBH,Tablas,Philippines
TBI,The Bight,Bahamas
TBJ,Tabarka,Tunisia
TBK,Timber Creek,Australia
TBL,Tablelands,Australia
TBM,Tumbang Samba,Indonesia
TBN,Fort Leonard Wood,United States Of America
TBO,Tabora,Tanzania United Republic Of
TBP,Tumbes,Peru
TBQ,Tarabo,Papua New Guinea
TBR,Statesboro,United States Of America
TBS,Tbilisi,Georgia
TBT,Tabatinga,Brazil
TBU,Nuku'alofa,Tonga
TBV,Tabal Island,Marshall Islands
TBW,Tambov,Russian Federation
TBX,Taabo,Cote D'ivoire
TBY,Tshabong,Botswana
TBZ,Tabriz,Iran Islamic Republic Of
TCA,Tennant Creek,Australia
TCB,Treasure Cay,Bahamas
TCC,Tucumcari,United States Of America
TCD,Tarapaca,Colombia
TCE,Tulcea,Romania
TCF,Tocoa,Honduras
TCG,Tacheng,China
TCH,Tchibanga,Gabon
TCI,Tenerife,Spain
TCJ,Torembi,Papua New Guinea
TCK,Tinboli,Papua New Guinea
TCL,Tuscaloosa,United States Of America
TCN,Tehuacan,Mexico
TCO,Tumaco,Colombia
TCP,Taba,Egypt
TCQ,Tacna,Peru
TCR,Tuticorin,India
TCS,Truth Or Consequences,United States Of America
TCT,Takotna,United States Of America
TCU,Thaba Nchu,South Africa
TCV,Tres Cruces,Argentina
TCW,Tocumwal,Australia
TCX,Tabas,Iran Islamic Republic Of
TCY,Terrace Bay,
TCZ,Tengchong,China
TDA,Trinidad,Colombia
TDB,Tetabedi,Papua New Guinea
TDD,Trinidad,Bolivia
TDG,Tandag,Philippines
TDJ,Tadjoura,Djibouti
TDK,Taldykorgan,Kazakhstan
TDL,Tandil,Argentina
TDN,Theda Station,Australia
TDO,Toledo,United States Of America
TDP,Trompeteros,Peru
TDR,Theodore,Australia
TDS,Sasereme,Papua New Guinea
TDT,Timbavati,South Africa
TDV,Tanandava,Madagascar
TDX,Trat,Thailand
TEA,Tela,Honduras
TEB,Teterboro,United States Of America
TEC,Telemaco Borba,Brazil
TED,Thisted,Denmark
TEE,Tebessa,Algeria
TEF,Telfer,Australia
TEG,Tenkodogo,Burkina Faso
TEH,Tetlin,United States Of America
TEI,Tezu,India
TEJ,Teruel,Spain
TEK,Tatitlek,United States Of America
TEL,Telupid,Malaysia
TEM,Temora,Australia
TEN,Tongren,China
TEO,Terapo,Papua New Guinea
TEP,Teptep,Papua New Guinea
TEQ,Tekirdag,Turkey
TER,Terceira,Portugal
TES,Teseney,Eritrea
TET,Tete,Mozambique
TEU,Te Anau,New Zealand
TEV,Teruel,Spain
TEW,Tohid,Iran Islamic Republic Of
TEX,Telluride,United States Of America
TEY,Thingeyri,Iceland
TEZ,Tezpur,India
TFB,Tifalmin,Papua New Guinea
TFC,Taormina,Italy
TFF,Tefe,Brazil
TFI,Tufi,Papua New Guinea
TFL,Teofilo Otoni,Brazil
TFM,Telefomin,Papua New Guinea
TFR,Ramadan City,Egypt
TFT,Taftan,Pakistan
TFY,Krui,Indonesia
TGA,Singapore,Singapore
TGB,Tagbita,Philippines
TGC,Tanjung Manis,Malaysia
TGD,Podgorica,Montenegro
TGE,Tuskegee,United States Of America
TGF,Tignes,France
TGG,Kuala Terengganu,Malaysia
TGH,Tongoa,Vanuatu
TGI,Tingo Maria,Peru
TGJ,Tiga,New Caledonia
TGK,Taganrog,Russian Federation
TGL,Tagula,Papua New Guinea
TGM,Tirgu Mures,Romania
TGN,Traralgon,Australia
TGO,Tongliao,China
TGP,Bor,Russian Federation
TGQ,Tangara Da Serra,Brazil
TGR,Touggourt,Algeria
TGS,Chokwe,Mozambique
TGT,Tanga,Tanzania United Republic Of
TGU,Tegucigalpa,Honduras
TGV,Targovishte,Bulgaria
TGX,Tongcheng,China
TGZ,Tuxtla Gutierrez,Mexico
THA,Tullahoma,United States Of America
THB,Thaba-Tseka,Lesotho
THC,Tchien,Liberia
THD,Thanh Hoe,Viet Nam
THE,Teresina,Brazil
THG,Thangool,Australia
THH,Taharoa,New Zealand
THI,Tichit,Mauritania
THK,Thakhek,Lao People's Democratic Republic
THL,Tachilek,Myanmar
THM,Thompson Falls,United States Of America
THN,Trollhattan/Vanersborg,Sweden
THO,Thorshofn,Iceland
THP,Thermopolis,United States Of America
THQ,Tianshui,China
THR,Tehran,Iran Islamic Republic Of
THS,Sukhothai,Thailand
THT,Tamchaket,Mauritania
THU,Pituffik,Greenland
THV,York,United States Of America
THW,Trincomalee,Sri Lanka
THX,Turukhansk,Russian Federation
THY,Thohoyandou,South Africa
THZ,Tahoua,Niger
TIA,Tirana,Albania
TIB,Tibu,Colombia
TIC,Tinak Island,Marshall Islands
TID,Tiaret,Algeria
TIE,Tippi,Ethiopia
TIF,Taif,Saudi Arabia
TIG,Tingwon,Papua New Guinea
TIH,Tikehau,French Polynesia
TII,Tarin Kot,Afghanistan
TIJ,Tijuana,Mexico
TIL,Cheadle,Canada
TIM,Tembagapura/Timika,Indonesia
TIN,Tindouf,Algeria
TIO,Tilin,Myanmar
TIP,Tripoli,Libya
TIQ,Tinian,Northern Mariana Islands
TIR,Tirupati,India
TIS,Thursday Island,Australia
TIU,Timaru,New Zealand
TIV,Tivat,Montenegro
TIW,Tacoma,United States Of America
TIX,Titusville,United States Of America
TIY,Tidjikja,Mauritania
TIZ,Tari,Papua New Guinea
TJA,Tarija,Bolivia
TJB,Tanjung Balai,Indonesia
TJC,Ticantiqui,Panama
TJG,Tanjung,Indonesia
TJH,Toyooka,Japan
TJI,Trujillo,Honduras
TJJ,Tainjin,China
TJK,Tokat,Turkey
TJL,Tres Lagoas,Brazil
TJM,Tyumen,Russian Federation
TJN,Takume,French Polynesia
TJQ,Tanjung Pandan,Indonesia
TJS,Tanjung Selor,Indonesia
TJU,Kulob,Tajikistan
TJV,Thanjavur,India
TKA,Talkeetna,United States Of America
TKB,Tekadu,Papua New Guinea
TKC,Tiko,Cameroon
TKD,Takoradi,Ghana
TKE,Tenakee,United States Of America
TKF,Truckee,United States Of America
TKG,Bandar Lampung,Indonesia
TKH,Takhli,Thailand
TKI,Tokeen,United States Of America
TKJ,Tok,United States Of America
TKK,Chuuk,Micronesia Federated States Of
TKL,Taku Harbor,United States Of America
TKM,Tikal,Guatemala
TKN,Tokunoshima,Japan
TKO,Tlokoeng,Lesotho
TKP,Takapoto,French Polynesia
TKQ,Kigoma,Tanzania United Republic Of
TKR,Thakurgaon,Bangladesh
TKS,Tokushima,Japan
TKT,Tak,Thailand
TKU,Turku,Finland
TKV,Tatakoto,French Polynesia
TKW,Tekin,Papua New Guinea
TKX,Takaroa,French Polynesia
TKY,Turkey Creek,Australia
TKZ,Tokoroa,New Zealand
TLA,Teller,United States Of America
TLB,Tarbela,Pakistan
TLD,Tuli Lodge,Botswana
TLE,Toliara,Madagascar
TLF,Telida,United States Of America
TLG,Tulaghi,Solomon Islands
TLH,Tallahassee,United States Of America
TLI,Tolitoli,Indonesia
TLJ,Tatalina,United States Of America
TLK,Talakan,Russian Federation
TLL,Tallinn,Estonia
TLM,Tlemcen,Algeria
TLN,Toulon/Hyeres,France
TLO,Tol,Papua New Guinea
TLP,Tumolbil,Papua New Guinea
TLQ,Turpan,China
TLR,Tulare,United States Of America
TLS,Toulouse,France
TLT,Tuluksak,United States Of America
TLU,Tolu,Colombia
TLV,Tel Aviv-Yafo,Israel
TLW,Talasea,Papua New Guinea
TLX,Talca,Chile
TLY,Plastun,Russian Federation
TLZ,Catalao,Brazil
TMA,Tifton,United States Of America
TMC,Tambolaka,Indonesia
TMD,Timbedra,Mauritania
TME,Tame,Colombia
TMF,Thimarafushi,Maldives
TMG,Tomanggong,Malaysia
TMH,Tanahmerah,Indonesia
TMI,Tumlingtar,Nepal
TMJ,Termez,Uzbekistan
TMK,Tamky,Viet Nam
TML,Tamale,Ghana
TMM,Toamasina,Madagascar
TMN,Tamana,Kiribati
TMO,Tumeremo,Venezuela
TMP,Tampere,Finland
TMQ,Tambao,Burkina Faso
TMR,Tamanrasset,Algeria
TMS,Sao Tome,Sao Tome And Principe
TMT,Trombetas,Brazil
TMU,Tambor,Costa Rica
TMV,Tianmen South,China
TMW,Tamworth,Australia
TMX,Timimoun,Algeria
TMY,Tiom,Indonesia
TMZ,Thames,New Zealand
TNA,Jinan,China
TNB,Tanah Grogot,Indonesia
TNC,Tin City,United States Of America
TND,Trinidad,Cuba
TNE,Tanegashima,Japan
TNF,Toussus-Le-Noble,France
TNG,Tangier,Morocco
TNH,Tonghua,China
TNI,Satna,India
TNJ,Tanjung Pinang,Indonesia
TNK,Tununak,United States Of America
TNL,Ternopil,Ukraine
TNM,King George Island,Antarctica
TNN,Tainan,Chinese Taipei
TNO,Tamarindo,Costa Rica
TNP,Twentynine Palms,United States Of America
TNQ,Teraina,Kiribati
TNR,Antananarivo,Madagascar
TNS,Tungsten,Canada
TNU,Newton,United States Of America
TNV,Tabuaeran,Kiribati
TNW,Tena,Ecuador
TNX,Stung Treng,Cambodia
TNZ,Tosontsengel,Mongolia
TOA,Torrance,United States Of America
TOB,Tobruk,Libya
TOC,Toccoa,United States Of America
TOD,Tioman Island,Malaysia
TOE,Tozeur,Tunisia
TOF,Tomsk,Russian Federation
TOG,Togiak,United States Of America
TOH,Torres,Vanuatu
TOI,Troy,United States Of America
TOK,Torokina,Papua New Guinea
TOL,Toledo,United States Of America
TOM,Tombouctou,Mali
TON,Tonu,Papua New Guinea
TOO,San Vito,Costa Rica
TOP,Topeka,United States Of America
TOQ,Tocopilla,Chile
TOR,Torrington,United States Of America
TOS,Tromso,Norway
TOT,Totness,Suriname
TOU,Touho,New Caledonia
TOV,Tortola,"Virgin Islands, British"
TOW,Toledo,Brazil
TOX,Tobolsk,Russian Federation
TOY,Toyama,Japan
TOZ,Touba,Cote D'ivoire
TPA,Tampa,United States Of America
TPC,Tarapoa,Ecuador
TPE,Taipei,Chinese Taipei
TPG,Taiping,Malaysia
TPH,Tonopah,United States Of America
TPI,Tapini,Papua New Guinea
TPJ,Taplejung,Nepal
TPK,Tapaktuan,Indonesia
TPL,Temple,United States Of America
TPN,Tiputini,Ecuador
TPO,Tanalian Point,United States Of America
TPP,Tarapoto,Peru
TPQ,Tepic,Mexico
TPR,Tom Price,Australia
TPS,Trapani,Italy
TPT,Tapeta,Liberia
TPU,Tikapur,Nepal
TPX,Tupai,French Polynesia
TQA,Tasiussaq Heliport,Greenland
TQD,Al Fallujah,Iraq
TQI,Tiniteqilaaq Heliport,Greenland
TQL,Tarko-Sale,Russian Federation
TQN,Taloqan,Afghanistan
TQP,Trepell,Australia
TQQ,Tomia,Indonesia
TQR,San Domino Island,Italy
TQS,Tres Esquinas,Colombia
TRA,Tarama,Japan
TRB,Turbo,Colombia
TRC,Torreon,Mexico
TRD,Trondheim,Norway
TRE,Tiree,United Kingdom
TRG,Tauranga,New Zealand
TRH,Trona,United States Of America
TRI,Bristol/Johnson/Kingsport,United States Of America
TRJ,Tarakbits,Papua New Guinea
TRK,Tarakan,Indonesia
TRL,Terrell,United States Of America
TRM,Thermal,United States Of America
TRN,Turin,Italy
TRO,Taree,Australia
TRP,Tree Point,United States Of America
TRQ,Tarauaca,Brazil
TRR,Trincomalee,Sri Lanka
TRS,Trieste,Italy
TRT,Tremonton,United States Of America
TRU,Trujillo,Peru
TRV,Thiruvananthapuram,India
TRW,Tarawa,Kiribati
TRX,Trenton,United States Of America
TRY,Tororo,Uganda
TRZ,Tiruchchirappalli,India
TSB,Tsumeb,
TSC,Taisha,Ecuador
TSD,Tshipise,South Africa
TSE,Nur-Sultan,Kazakhstan
TSG,Tanacross,United States Of America
TSH,Tshikapa,Congo Democratic Republic Of
TSI,Tsili Tsili,Papua New Guinea
TSJ,Tsushima,Japan
TSK,Taskul,Papua New Guinea
TSL,Tamuin,Mexico
TSM,Taos,United States Of America
TSN,Tianjin,China
TSP,Tehachapi,United States Of America
TSQ,Torres,Brazil
TSR,Timisoara,Romania
TST,Trang,Thailand
TSU,Tabiteuea South,Kiribati
TSV,Townsville,Australia
TSW,Tsewi,Papua New Guinea
TSX,Tanjung Santan,Indonesia
TSY,Tasikmalaya,Indonesia
TSZ,Tsetserleg,Mongolia
TTA,Tan Tan,Morocco
TTB,Tortoli,Italy
TTC,Taltal,Chile
TTD,Portland,United States Of America
TTE,Ternate,Indonesia
TTG,Tartagal,Argentina
TTH,Thumrait,Oman
TTI,Tetiaroa,French Polynesia
TTJ,Tottori,Japan
TTK,Tottenham Hale,United Kingdom
TTL,Nanuya Levu,Fiji
TTM,Tablon De Tamara,Colombia
TTO,Britton,United States Of America
TTQ,Tortuguero,Costa Rica
TTR,Tana Toraja,Indonesia
TTS,Tsaratanana,Madagascar
TTT,Taitung,Chinese Taipei
TTU,Tetouan,Morocco
TTV,Tieling,China
TTW,Tissamaharama,Sri Lanka
TTX,Truscott-Mungalalu,Australia
TTY,Taunton,United Kingdom
TTZ,Zhengzhou,China
TUA,Tulcan,Ecuador
TUB,Tubuai,French Polynesia
TUC,Tucuman,Argentina
TUD,Tambacounda,Senegal
TUE,Tupile,Panama
TUF,Tours,France
TUG,Tuguegarao,Philippines
TUI,Turaif,Saudi Arabia
TUJ,Tum,Ethiopia
TUK,Turbat,Pakistan
TUL,Tulsa,United States Of America
TUM,Tumut,Australia
TUN,Tunis,Tunisia
TUO,Taupo,New Zealand
TUP,Tupelo,United States Of America
TUQ,Tougan,Burkina Faso
TUR,Tucurui,Brazil
TUS,Tucson,United States Of America
TUT,Tauta,Papua New Guinea
TUU,Tabuk,Saudi Arabia
TUV,Tucupita,Venezuela
TUW,Tubuala,Panama
TUX,Tumbler Ridge,Canada
TUY,Tulum,Mexico
TUZ,Tucuma,Brazil
TVA,Morafenobe,Madagascar
TVC,Traverse City,United States Of America
TVF,Thief River Falls,United States Of America
TVI,Thomasville,United States Of America
TVL,South Lake Tahoe,United States Of America
TVS,Tangshan,China
TVU,Taveuni Island,Fiji
TVX,Tongxiang,China
TVY,Dawei,Myanmar
TWA,Twin Hills,United States Of America
TWB,Toowoomba,Australia
TWC,Tumushuke,China
TWD,Port Townsend,United States Of America
TWE,Taylor,United States Of America
TWF,Twin Falls,United States Of America
TWN,Tewantin,Australia
TWP,Torwood,Australia
TWT,Tawitawi,Philippines
TWU,Tawau,Malaysia
TWY,Tawa,Papua New Guinea
TXC,Orsha,Belarus
TXE,Takengon,Indonesia
TXF,Teixeira De Freitas,Brazil
TXK,Texarkana,United States Of America
TXM,Teminabuan,Indonesia
TXN,Huangshan,China
TXR,Tanbar,Australia
TXU,Tabou,Cote D'ivoire
TYA,Tula,Russian Federation
TYB,Tibooburra,Australia
TYC,Taiyuan,China
TYD,Tynda,Russian Federation
TYE,Tyonek,United States Of America
TYF,Torsby,Sweden
TYG,Thylungra,Australia
TYL,Talara,Peru
TYM,Staniel Cay,Bahamas
TYN,Taiyuan,China
TYO,Tokyo,Japan
TYP,Tobermorey,Australia
TYR,Tyler,United States Of America
TYS,Knoxville,United States Of America
TYT,Treinta Y Tres,Uruguay
TYZ,Taylor,United States Of America
TZC,Caro,United States Of America
TZL,Tuzla,Bosnia And Herzegovina
TZM,Tizimin,Mexico
TZN,South Andros,Bahamas
TZO,Ankisatra,Madagascar
TZX,Trabzon,Turkey
UAC,San Luis Rio Colorado,Mexico
UAE,Mount Aue,Papua New Guinea
UAH,Ua Huka,French Polynesia
UAI,Suai,Timor-Leste
UAK,Narsarsuaq,Greenland
UAL,Luau,Angola
UAP,Ua Pou,French Polynesia
UAQ,San Juan,Argentina
UAR,Bouarfa,Morocco
UAS,Samburu,Kenya
UAX,Uaxactun,Guatemala
UBA,Uberaba,Brazil
UBB,Mabuiag Island,Australia
UBI,Buin,Papua New Guinea
UBJ,Ube,Japan
UBP,Ubon Ratchathani,Thailand
UBR,Ubrub,Indonesia
UBS,Columbus,United States Of America
UBT,Ubatuba,Brazil
UBU,Kalumburu,Australia
UBW,Bridgwater,United Kingdom
UCA,Utica,United States Of America
UCB,Ulanqab,China
UCE,Eunice,United States Of America
UCK,Lutsk,Ukraine
UCN,Buchanan,Liberia
UCT,Ukhta,Russian Federation
UCY,Union City,United States Of America
UCZ,Uchiza,Peru
UDA,Undara,Australia
UDE,Uden,Netherlands
UDI,Uberlandia,Brazil
